,smoking_status
1402,Non-Smoker
1403,Non-Smoker
1404,Non-Smoker
1405,Non-Smoker
1406,Non-Smoker
1407,Non-Smoker
1408,Non-Smoker
1409,Non-Smoker
1410,Smoker
1411,Smoker
1412,Smoker
1413,Non-Smoker
1414,Non-Smoker
1415,Non-Smoker
1416,Non-Smoker
1417,Non-Smoker
1418,Non-Smoker
1419,Non-Smoker
1420,Non-Smoker
1421,Non-Smoker
1422,Non-Smoker
1423,Non-Smoker
1424,Non-Smoker
1425,Non-Smoker
1426,Non-Smoker
1427,Non-Smoker
1428,Non-Smoker
1429,Non-Smoker
1430,Non-Smoker
1431,Non-Smoker
1432,Non-Smoker
1433,Non-Smoker
1434,Non-Smoker
1435,Non-Smoker
1436,Non-Smoker
1437,Non-Smoker
1438,Non-Smoker
1439,Non-Smoker
1440,Smoker
1441,Non-Smoker
1442,Non-Smoker
1443,Non-Smoker
1444,Non-Smoker
1445,Non-Smoker
1446,Smoker
1447,Smoker
1448,Non-Smoker
1449,Non-Smoker
1450,Non-Smoker
1451,Non-Smoker
1452,Non-Smoker
1453,Smoker
1454,Non-Smoker
1455,Smoker
1456,Non-Smoker
1457,Non-Smoker
1458,Non-Smoker
1459,Non-Smoker
1460,Non-Smoker
1461,Smoker
1462,Smoker
1463,Non-Smoker
1464,Non-Smoker
1465,Non-Smoker
1466,Non-Smoker
1467,Non-Smoker
1468,Non-Smoker
1469,Non-Smoker
1470,Non-Smoker
1471,Non-Smoker
1472,Smoker
1473,Non-Smoker
1474,Non-Smoker
1475,Smoker
1476,Non-Smoker
1477,Non-Smoker
1478,Non-Smoker
1479,Non-Smoker
1480,Non-Smoker
1481,Smoker
1482,Non-Smoker
1483,Smoker
1484,Non-Smoker
1485,Non-Smoker
1486,Non-Smoker
1487,Non-Smoker
1488,Non-Smoker
1489,Non-Smoker
1490,Non-Smoker
1491,Non-Smoker
1492,Non-Smoker
1493,Non-Smoker
1494,Non-Smoker
1495,Non-Smoker
1496,Non-Smoker
1497,Non-Smoker
1498,Non-Smoker
1499,Non-Smoker
1500,Non-Smoker
1501,Non-Smoker
1502,Non-Smoker
1503,Non-Smoker
1504,Non-Smoker
1505,Non-Smoker
1506,Non-Smoker
1507,Smoker
1508,Non-Smoker
1509,Non-Smoker
1510,Non-Smoker
1511,Non-Smoker
1512,Non-Smoker
1513,Non-Smoker
1514,Non-Smoker
1515,Non-Smoker
1516,Non-Smoker
1517,Non-Smoker
1518,Non-Smoker
1519,Non-Smoker
1520,Non-Smoker
1521,Non-Smoker
1522,Non-Smoker
1523,Non-Smoker
1524,Non-Smoker
1525,Non-Smoker
1526,Non-Smoker
1527,Non-Smoker
1528,Non-Smoker
1529,Non-Smoker
1530,Non-Smoker
1531,Non-Smoker
1532,Non-Smoker
1533,Non-Smoker
1534,Non-Smoker
1535,Non-Smoker
1536,Non-Smoker
1537,Non-Smoker
1538,Non-Smoker
1539,Non-Smoker
1540,Non-Smoker
1541,Non-Smoker
1542,Non-Smoker
1543,Smoker
1544,Non-Smoker
1545,Non-Smoker
1546,Non-Smoker
1547,Smoker
1548,Non-Smoker
1549,Non-Smoker
1550,Non-Smoker
1551,Non-Smoker
1552,Non-Smoker
1553,Non-Smoker
1554,Non-Smoker
1555,Non-Smoker
1556,Non-Smoker
1557,Non-Smoker
1558,Non-Smoker
1559,Non-Smoker
1560,Smoker
1561,Non-Smoker
1562,Non-Smoker
1563,Non-Smoker
1564,Non-Smoker
1565,Non-Smoker
1566,Non-Smoker
1567,Non-Smoker
1568,Non-Smoker
1569,Non-Smoker
1570,Non-Smoker
1571,Non-Smoker
1572,Non-Smoker
1573,Non-Smoker
1574,Non-Smoker
1575,Non-Smoker
1576,Non-Smoker
1577,Non-Smoker
1578,Non-Smoker
1579,Non-Smoker
1580,Non-Smoker
1581,Non-Smoker
1582,Non-Smoker
1583,Non-Smoker
1584,Non-Smoker
1585,Non-Smoker
1586,Non-Smoker
1587,Non-Smoker
1588,Non-Smoker
1589,Non-Smoker
1590,Non-Smoker
1591,Non-Smoker
1592,Non-Smoker
1593,Non-Smoker
1594,Non-Smoker
1595,Non-Smoker
1596,Non-Smoker
1597,Non-Smoker
1598,Non-Smoker
1599,Non-Smoker
1600,Non-Smoker
1601,Smoker
1602,Non-Smoker
1603,Non-Smoker
1604,Non-Smoker
1605,Non-Smoker
1606,Non-Smoker
1607,Smoker
1608,Non-Smoker
1609,Non-Smoker
1610,Smoker
1611,Non-Smoker
1612,Non-Smoker
1613,Smoker
1614,Non-Smoker
1615,Non-Smoker
1616,Non-Smoker
1617,Non-Smoker
1618,Non-Smoker
1619,Non-Smoker
1620,Non-Smoker
1621,Non-Smoker
1622,Non-Smoker
1623,Smoker
1624,Non-Smoker
1625,Non-Smoker
1626,Non-Smoker
1627,Non-Smoker
1628,Non-Smoker
1629,Non-Smoker
1630,Non-Smoker
1631,Non-Smoker
1632,Non-Smoker
1633,Non-Smoker
1634,Non-Smoker
1635,Smoker
1636,Non-Smoker
1637,Non-Smoker
1638,Smoker
1639,Smoker
1640,Non-Smoker
1641,Non-Smoker
1642,Non-Smoker
1643,Non-Smoker
1644,Non-Smoker
1645,Non-Smoker
1646,Non-Smoker
1647,Non-Smoker
1648,Non-Smoker
1649,Non-Smoker
1650,Non-Smoker
1651,Non-Smoker
1652,Non-Smoker
1653,Non-Smoker
1654,Non-Smoker
1655,Non-Smoker
1656,Non-Smoker
1657,Non-Smoker
1658,Non-Smoker
1659,Non-Smoker
1660,Smoker
1661,Non-Smoker
1662,Non-Smoker
1663,Non-Smoker
1664,Non-Smoker
1665,Non-Smoker
1666,Non-Smoker
1667,Non-Smoker
1668,Non-Smoker
1669,Non-Smoker
1670,Non-Smoker
1671,Non-Smoker
1672,Non-Smoker
1673,Non-Smoker
1674,Non-Smoker
1675,Non-Smoker
1676,Non-Smoker
1677,Non-Smoker
1678,Smoker
1679,Smoker
1680,Non-Smoker
1681,Non-Smoker
1682,Non-Smoker
1683,Non-Smoker
1684,Non-Smoker
1685,Non-Smoker
1686,Non-Smoker
1687,Non-Smoker
1688,Non-Smoker
1689,Non-Smoker
1690,Non-Smoker
1691,Non-Smoker
1692,Non-Smoker
1693,Non-Smoker
1694,Non-Smoker
1695,Non-Smoker
1696,Non-Smoker
1697,Smoker
1698,Non-Smoker
1699,Non-Smoker
1700,Smoker
1701,Non-Smoker
1702,Smoker
1703,Non-Smoker
1704,Non-Smoker
1705,Non-Smoker
1706,Non-Smoker
1707,Non-Smoker
1708,Non-Smoker
1709,Non-Smoker
1710,Non-Smoker
1711,Non-Smoker
1712,Non-Smoker
1713,Non-Smoker
1714,Non-Smoker
1715,Non-Smoker
1716,Non-Smoker
1717,Non-Smoker
1718,Non-Smoker
1719,Non-Smoker
1720,Smoker
1721,Non-Smoker
1722,Smoker
1723,Non-Smoker
1724,Non-Smoker
1725,Non-Smoker
1726,Non-Smoker
1727,Non-Smoker
1728,Smoker
1729,Non-Smoker
1730,Non-Smoker
1731,Non-Smoker
1732,Non-Smoker
1733,Non-Smoker
1734,Non-Smoker
1735,Non-Smoker
1736,Non-Smoker
1737,Non-Smoker
1738,Smoker
1739,Non-Smoker
1740,Non-Smoker
1741,Non-Smoker
1742,Non-Smoker
1743,Non-Smoker
1744,Non-Smoker
1745,Non-Smoker
1746,Non-Smoker
1747,Non-Smoker
1748,Non-Smoker
1749,Non-Smoker
1750,Non-Smoker
1751,Smoker
1752,Non-Smoker
1753,Non-Smoker
1754,Non-Smoker
1755,Non-Smoker
1756,Non-Smoker
1757,Smoker
1758,Non-Smoker
1759,Non-Smoker
1760,Non-Smoker
1761,Non-Smoker
1762,Non-Smoker
1763,Non-Smoker
1764,Smoker
1765,Smoker
1766,Smoker
1767,Non-Smoker
1768,Non-Smoker
1769,Non-Smoker
1770,Non-Smoker
1771,Non-Smoker
1772,Non-Smoker
1773,Non-Smoker
1774,Non-Smoker
1775,Non-Smoker
1776,Smoker
1777,Non-Smoker
1778,Smoker
1779,Non-Smoker
1780,Non-Smoker
1781,Smoker
1782,Non-Smoker
1783,Non-Smoker
1784,Non-Smoker
1785,Non-Smoker
1786,Non-Smoker
1787,Non-Smoker
1788,Non-Smoker
1789,Non-Smoker
1790,Non-Smoker
1791,Non-Smoker
1792,Non-Smoker
1793,Non-Smoker
1794,Non-Smoker
1795,Non-Smoker
1796,Non-Smoker
1797,Non-Smoker
1798,Non-Smoker
1799,Non-Smoker
1800,Non-Smoker
1801,Non-Smoker
1802,Non-Smoker
1803,Non-Smoker
1804,Non-Smoker
1805,Non-Smoker
1806,Non-Smoker
1807,Non-Smoker
1808,Non-Smoker
1809,Non-Smoker
1810,Non-Smoker
1811,Non-Smoker
1812,Non-Smoker
1813,Non-Smoker
1814,Non-Smoker
1815,Non-Smoker
1816,Non-Smoker
1817,Non-Smoker
1818,Non-Smoker
1819,Smoker
1820,Non-Smoker
1821,Non-Smoker
1822,Non-Smoker
1823,Non-Smoker
1824,Non-Smoker
1825,Non-Smoker
1826,Non-Smoker
1827,Non-Smoker
1828,Non-Smoker
1829,Non-Smoker
1830,Non-Smoker
1831,Smoker
1832,Non-Smoker
1833,Non-Smoker
1834,Non-Smoker
1835,Non-Smoker
1836,Non-Smoker
1837,Non-Smoker
1838,Non-Smoker
1839,Non-Smoker
1840,Non-Smoker
1841,Non-Smoker
1842,Smoker
1843,Non-Smoker
1844,Non-Smoker
1845,Non-Smoker
1846,Non-Smoker
1847,Non-Smoker
1848,Non-Smoker
1849,Non-Smoker
1850,Smoker
1851,Non-Smoker
1852,Non-Smoker
1853,Non-Smoker
1854,Non-Smoker
1855,Non-Smoker
1856,Smoker
1857,Non-Smoker
1858,Smoker
1859,Non-Smoker
1860,Smoker
1861,Smoker
1862,Non-Smoker
1863,Smoker
1864,Non-Smoker
1865,Non-Smoker
1866,Non-Smoker
1867,Smoker
1868,Non-Smoker
1869,Non-Smoker
1870,Non-Smoker
1871,Non-Smoker
1872,Non-Smoker
1873,Non-Smoker
1874,Non-Smoker
1875,Non-Smoker
1876,Non-Smoker
1877,Non-Smoker
1878,Non-Smoker
1879,Non-Smoker
1880,Non-Smoker
1881,Non-Smoker
1882,Smoker
1883,Smoker
1884,Non-Smoker
1885,Non-Smoker
1886,Non-Smoker
1887,Non-Smoker
1888,Non-Smoker
1889,Smoker
1890,Non-Smoker
1891,Non-Smoker
1892,Non-Smoker
1893,Non-Smoker
1894,Non-Smoker
1895,Non-Smoker
1896,Non-Smoker
1897,Non-Smoker
1898,Non-Smoker
1899,Non-Smoker
1900,Non-Smoker
1901,Non-Smoker
1902,Smoker
1903,Non-Smoker
1904,Non-Smoker
1905,Non-Smoker
1906,Non-Smoker
1907,Non-Smoker
1908,Non-Smoker
1909,Smoker
1910,Smoker
1911,Non-Smoker
1912,Non-Smoker
1913,Non-Smoker
1914,Non-Smoker
1915,Non-Smoker
1916,Non-Smoker
1917,Non-Smoker
1918,Non-Smoker
1919,Non-Smoker
1920,Non-Smoker
1921,Non-Smoker
1922,Non-Smoker
1923,Non-Smoker
1924,Non-Smoker
1925,Non-Smoker
1926,Non-Smoker
1927,Non-Smoker
1928,Smoker
1929,Non-Smoker
1930,Non-Smoker
1931,Non-Smoker
1932,Non-Smoker
1933,Non-Smoker
1934,Non-Smoker
1935,Non-Smoker
1936,Non-Smoker
1937,Non-Smoker
1938,Non-Smoker
1939,Non-Smoker
1940,Non-Smoker
1941,Non-Smoker
1942,Non-Smoker
1943,Non-Smoker
1944,Non-Smoker
1945,Non-Smoker
1946,Non-Smoker
1947,Non-Smoker
1948,Non-Smoker
1949,Non-Smoker
1950,Non-Smoker
1951,Non-Smoker
1952,Smoker
1953,Non-Smoker
1954,Non-Smoker
1955,Non-Smoker
1956,Non-Smoker
1957,Non-Smoker
1958,Non-Smoker
1959,Non-Smoker
1960,Non-Smoker
1961,Non-Smoker
1962,Non-Smoker
1963,Non-Smoker
1964,Non-Smoker
1965,Non-Smoker
1966,Non-Smoker
1967,Non-Smoker
1968,Non-Smoker
1969,Smoker
1970,Non-Smoker
1971,Non-Smoker
1972,Non-Smoker
1973,Non-Smoker
1974,Smoker
1975,Non-Smoker
1976,Non-Smoker
1977,Non-Smoker
1978,Non-Smoker
1979,Smoker
1980,Non-Smoker
1981,Smoker
1982,Non-Smoker
1983,Non-Smoker
1984,Smoker
1985,Non-Smoker
1986,Non-Smoker
1987,Non-Smoker
1988,Non-Smoker
1989,Non-Smoker
1990,Non-Smoker
1991,Non-Smoker
1992,Non-Smoker
1993,Non-Smoker
1994,Non-Smoker
1995,Non-Smoker
1996,Non-Smoker
1997,Non-Smoker
1998,Non-Smoker
1999,Non-Smoker
2000,Smoker
2001,Non-Smoker
2002,Non-Smoker
2003,Non-Smoker
2004,Non-Smoker
2005,Non-Smoker
2006,Non-Smoker
2007,Non-Smoker
2008,Non-Smoker
2009,Smoker
2010,Non-Smoker
2011,Non-Smoker
2012,Non-Smoker
2013,Non-Smoker
2014,Non-Smoker
2015,Non-Smoker
2016,Non-Smoker
2017,Non-Smoker
2018,Non-Smoker
2019,Smoker
2020,Non-Smoker
2021,Non-Smoker
2022,Non-Smoker
2023,Non-Smoker
2024,Smoker
2025,Non-Smoker
2026,Non-Smoker
2027,Non-Smoker
2028,Non-Smoker
2029,Non-Smoker
2030,Non-Smoker
2031,Non-Smoker
2032,Non-Smoker
2033,Non-Smoker
2034,Non-Smoker
2035,Non-Smoker
2036,Smoker
2037,Smoker
2038,Non-Smoker
2039,Non-Smoker
2040,Non-Smoker
2041,Smoker
2042,Non-Smoker
2043,Non-Smoker
2044,Non-Smoker
2045,Non-Smoker
2046,Non-Smoker
2047,Non-Smoker
2048,Non-Smoker
2049,Non-Smoker
2050,Non-Smoker
2051,Non-Smoker
2052,Non-Smoker
2053,Non-Smoker
2054,Non-Smoker
2055,Non-Smoker
2056,Non-Smoker
2057,Non-Smoker
2058,Non-Smoker
2059,Non-Smoker
2060,Non-Smoker
2061,Non-Smoker
2062,Smoker
2063,Non-Smoker
2064,Non-Smoker
2065,Non-Smoker
2066,Non-Smoker
2067,Non-Smoker
2068,Non-Smoker
2069,Non-Smoker
2070,Smoker
2071,Non-Smoker
2072,Non-Smoker
2073,Non-Smoker
2074,Non-Smoker
2075,Non-Smoker
2076,Non-Smoker
2077,Non-Smoker
2078,Non-Smoker
2079,Smoker
2080,Non-Smoker
2081,Smoker
2082,Non-Smoker
2083,Non-Smoker
2084,Non-Smoker
2085,Non-Smoker
2086,Non-Smoker
2087,Smoker
2088,Non-Smoker
2089,Non-Smoker
2090,Non-Smoker
2091,Non-Smoker
2092,Non-Smoker
2093,Non-Smoker
2094,Non-Smoker
2095,Non-Smoker
2096,Non-Smoker
2097,Non-Smoker
2098,Non-Smoker
2099,Non-Smoker
2100,Non-Smoker
2101,Non-Smoker
2102,Non-Smoker
2103,Non-Smoker
2104,Non-Smoker
2105,Non-Smoker
2106,Non-Smoker
2107,Non-Smoker
2108,Non-Smoker
2109,Non-Smoker
2110,Non-Smoker
2111,Non-Smoker
2112,Smoker
2113,Non-Smoker
2114,Non-Smoker
2115,Non-Smoker
2116,Non-Smoker
2117,Non-Smoker
2118,Smoker
2119,Non-Smoker
2120,Non-Smoker
2121,Smoker
2122,Non-Smoker
2123,Non-Smoker
2124,Non-Smoker
2125,Non-Smoker
2126,Non-Smoker
2127,Non-Smoker
2128,Smoker
2129,Non-Smoker
2130,Non-Smoker
2131,Non-Smoker
2132,Non-Smoker
2133,Non-Smoker
2134,Non-Smoker
2135,Non-Smoker
2136,Non-Smoker
2137,Non-Smoker
2138,Non-Smoker
2139,Smoker
2140,Non-Smoker
2141,Non-Smoker
2142,Non-Smoker
2143,Non-Smoker
2144,Non-Smoker
2145,Non-Smoker
2146,Smoker
2147,Non-Smoker
2148,Smoker
2149,Non-Smoker
2150,Non-Smoker
2151,Non-Smoker
2152,Non-Smoker
2153,Smoker
2154,Non-Smoker
2155,Non-Smoker
2156,Smoker
2157,Non-Smoker
2158,Non-Smoker
2159,Non-Smoker
2160,Smoker
2161,Non-Smoker
2162,Non-Smoker
2163,Non-Smoker
2164,Non-Smoker
2165,Smoker
2166,Non-Smoker
2167,Non-Smoker
2168,Non-Smoker
2169,Non-Smoker
2170,Non-Smoker
2171,Non-Smoker
2172,Non-Smoker
2173,Non-Smoker
2174,Non-Smoker
2175,Non-Smoker
2176,Non-Smoker
2177,Non-Smoker
2178,Non-Smoker
2179,Non-Smoker
2180,Non-Smoker
2181,Non-Smoker
2182,Non-Smoker
2183,Non-Smoker
2184,Non-Smoker
2185,Non-Smoker
2186,Non-Smoker
2187,Non-Smoker
2188,Non-Smoker
2189,Non-Smoker
2190,Non-Smoker
2191,Non-Smoker
2192,Non-Smoker
2193,Non-Smoker
2194,Non-Smoker
2195,Non-Smoker
2196,Non-Smoker
2197,Non-Smoker
2198,Non-Smoker
2199,Non-Smoker
2200,Non-Smoker
2201,Non-Smoker
2202,Non-Smoker
2203,Non-Smoker
2204,Non-Smoker
2205,Non-Smoker
2206,Non-Smoker
2207,Non-Smoker
2208,Non-Smoker
2209,Non-Smoker
2210,Non-Smoker
2211,Non-Smoker
2212,Non-Smoker
2213,Non-Smoker
2214,Non-Smoker
2215,Non-Smoker
2216,Non-Smoker
2217,Smoker
2218,Smoker
2219,Non-Smoker
2220,Non-Smoker
2221,Non-Smoker
2222,Non-Smoker
2223,Non-Smoker
2224,Non-Smoker
2225,Non-Smoker
2226,Smoker
2227,Non-Smoker
2228,Smoker
2229,Non-Smoker
2230,Non-Smoker
2231,Non-Smoker
2232,Smoker
2233,Non-Smoker
2234,Non-Smoker
2235,Non-Smoker
2236,Smoker
2237,Non-Smoker
2238,Non-Smoker
2239,Non-Smoker
2240,Non-Smoker
2241,Smoker
2242,Non-Smoker
2243,Smoker
2244,Non-Smoker
2245,Non-Smoker
2246,Non-Smoker
2247,Non-Smoker
2248,Non-Smoker
2249,Non-Smoker
2250,Non-Smoker
2251,Non-Smoker
2252,Smoker
2253,Non-Smoker
2254,Smoker
2255,Non-Smoker
2256,Non-Smoker
2257,Non-Smoker
2258,Non-Smoker
2259,Non-Smoker
2260,Non-Smoker
2261,Non-Smoker
2262,Smoker
2263,Non-Smoker
2264,Non-Smoker
2265,Non-Smoker
2266,Non-Smoker
2267,Non-Smoker
2268,Non-Smoker
2269,Smoker
2270,Non-Smoker
2271,Non-Smoker
2272,Non-Smoker
2273,Non-Smoker
2274,Non-Smoker
2275,Non-Smoker
2276,Non-Smoker
2277,Non-Smoker
2278,Non-Smoker
2279,Non-Smoker
2280,Smoker
2281,Non-Smoker
2282,Non-Smoker
2283,Non-Smoker
2284,Non-Smoker
2285,Non-Smoker
2286,Non-Smoker
2287,Non-Smoker
2288,Non-Smoker
2289,Smoker
2290,Non-Smoker
2291,Non-Smoker
2292,Non-Smoker
2293,Non-Smoker
2294,Non-Smoker
2295,Non-Smoker
2296,Non-Smoker
2297,Non-Smoker
2298,Non-Smoker
2299,Non-Smoker
2300,Non-Smoker
2301,Non-Smoker
2302,Non-Smoker
2303,Non-Smoker
2304,Non-Smoker
2305,Smoker
2306,Non-Smoker
2307,Non-Smoker
2308,Non-Smoker
2309,Smoker
2310,Non-Smoker
2311,Non-Smoker
2312,Non-Smoker
2313,Non-Smoker
2314,Non-Smoker
2315,Non-Smoker
2316,Non-Smoker
2317,Non-Smoker
2318,Non-Smoker
2319,Non-Smoker
2320,Non-Smoker
2321,Non-Smoker
2322,Non-Smoker
2323,Non-Smoker
2324,Non-Smoker
2325,Non-Smoker
2326,Non-Smoker
2327,Non-Smoker
2328,Non-Smoker
2329,Non-Smoker
2330,Non-Smoker
2331,Non-Smoker
2332,Non-Smoker
2333,Non-Smoker
2334,Non-Smoker
2335,Non-Smoker
2336,Non-Smoker
2337,Non-Smoker
2338,Non-Smoker
2339,Non-Smoker
2340,Non-Smoker
2341,Non-Smoker
2342,Non-Smoker
2343,Non-Smoker
2344,Non-Smoker
2345,Non-Smoker
2346,Non-Smoker
2347,Non-Smoker
2348,Non-Smoker
2349,Non-Smoker
2350,Non-Smoker
2351,Non-Smoker
2352,Non-Smoker
2353,Non-Smoker
2354,Non-Smoker
2355,Non-Smoker
2356,Smoker
2357,Non-Smoker
2358,Non-Smoker
2359,Non-Smoker
2360,Non-Smoker
2361,Non-Smoker
2362,Non-Smoker
2363,Non-Smoker
2364,Smoker
2365,Non-Smoker
2366,Non-Smoker
2367,Non-Smoker
2368,Smoker
2369,Non-Smoker
2370,Non-Smoker
2371,Non-Smoker
2372,Smoker
2373,Non-Smoker
2374,Non-Smoker
2375,Non-Smoker
2376,Non-Smoker
2377,Non-Smoker
2378,Non-Smoker
2379,Non-Smoker
2380,Non-Smoker
2381,Non-Smoker
2382,Non-Smoker
2383,Non-Smoker
2384,Smoker
2385,Non-Smoker
2386,Non-Smoker
2387,Non-Smoker
2388,Non-Smoker
2389,Non-Smoker
2390,Non-Smoker
2391,Non-Smoker
2392,Smoker
2393,Non-Smoker
2394,Smoker
2395,Non-Smoker
2396,Non-Smoker
2397,Non-Smoker
2398,Smoker
2399,Non-Smoker
2400,Non-Smoker
2401,Non-Smoker
2402,Non-Smoker
2403,Non-Smoker
2404,Non-Smoker
2405,Non-Smoker
2406,Non-Smoker
2407,Non-Smoker
2408,Non-Smoker
2409,Non-Smoker
2410,Non-Smoker
2411,Non-Smoker
2412,Non-Smoker
2413,Non-Smoker
2414,Non-Smoker
2415,Non-Smoker
2416,Smoker
2417,Non-Smoker
2418,Non-Smoker
2419,Non-Smoker
2420,Non-Smoker
2421,Non-Smoker
2422,Non-Smoker
2423,Non-Smoker
2424,Non-Smoker
2425,Non-Smoker
2426,Non-Smoker
2427,Non-Smoker
2428,Non-Smoker
2429,Smoker
2430,Non-Smoker
2431,Non-Smoker
2432,Non-Smoker
2433,Smoker
2434,Non-Smoker
2435,Smoker
2436,Non-Smoker
2437,Non-Smoker
2438,Non-Smoker
2439,Smoker
2440,Non-Smoker
2441,Non-Smoker
2442,Non-Smoker
2443,Non-Smoker
2444,Non-Smoker
2445,Non-Smoker
2446,Non-Smoker
2447,Non-Smoker
2448,Non-Smoker
2449,Non-Smoker
2450,Non-Smoker
2451,Non-Smoker
2452,Non-Smoker
2453,Non-Smoker
2454,Non-Smoker
2455,Non-Smoker
2456,Non-Smoker
2457,Non-Smoker
2458,Non-Smoker
2459,Non-Smoker
2460,Non-Smoker
2461,Non-Smoker
2462,Non-Smoker
2463,Non-Smoker
2464,Non-Smoker
2465,Non-Smoker
2466,Non-Smoker
2467,Non-Smoker
2468,Non-Smoker
2469,Non-Smoker
2470,Non-Smoker
2471,Smoker
2472,Smoker
2473,Non-Smoker
2474,Non-Smoker
2475,Smoker
2476,Non-Smoker
2477,Non-Smoker
2478,Non-Smoker
2479,Non-Smoker
2480,Non-Smoker
2481,Non-Smoker
2482,Non-Smoker
2483,Non-Smoker
2484,Non-Smoker
2485,Non-Smoker
2486,Non-Smoker
2487,Smoker
2488,Non-Smoker
2489,Smoker
2490,Non-Smoker
2491,Non-Smoker
2492,Non-Smoker
2493,Non-Smoker
2494,Non-Smoker
2495,Smoker
2496,Non-Smoker
2497,Non-Smoker
2498,Non-Smoker
2499,Non-Smoker
2500,Non-Smoker
2501,Non-Smoker
2502,Non-Smoker
2503,Non-Smoker
2504,Smoker
2505,Non-Smoker
2506,Non-Smoker
2507,Non-Smoker
2508,Non-Smoker
2509,Non-Smoker
2510,Non-Smoker
2511,Non-Smoker
2512,Non-Smoker
2513,Non-Smoker
2514,Non-Smoker
2515,Non-Smoker
2516,Non-Smoker
2517,Non-Smoker
2518,Non-Smoker
2519,Non-Smoker
2520,Non-Smoker
2521,Smoker
2522,Non-Smoker
2523,Non-Smoker
2524,Non-Smoker
2525,Non-Smoker
2526,Non-Smoker
2527,Non-Smoker
2528,Non-Smoker
2529,Smoker
2530,Non-Smoker
2531,Non-Smoker
2532,Smoker
2533,Non-Smoker
2534,Smoker
2535,Non-Smoker
2536,Non-Smoker
2537,Smoker
2538,Non-Smoker
2539,Non-Smoker
2540,Non-Smoker
2541,Non-Smoker
2542,Non-Smoker
2543,Non-Smoker
2544,Non-Smoker
2545,Non-Smoker
2546,Smoker
2547,Non-Smoker
2548,Non-Smoker
2549,Smoker
2550,Non-Smoker
2551,Non-Smoker
2552,Non-Smoker
2553,Non-Smoker
2554,Non-Smoker
2555,Non-Smoker
2556,Non-Smoker
2557,Non-Smoker
2558,Non-Smoker
2559,Non-Smoker
2560,Non-Smoker
2561,Non-Smoker
2562,Non-Smoker
2563,Non-Smoker
2564,Non-Smoker
2565,Non-Smoker
2566,Non-Smoker
2567,Non-Smoker
2568,Non-Smoker
2569,Non-Smoker
2570,Non-Smoker
2571,Non-Smoker
2572,Non-Smoker
2573,Smoker
2574,Non-Smoker
2575,Non-Smoker
2576,Non-Smoker
2577,Non-Smoker
2578,Non-Smoker
2579,Non-Smoker
2580,Non-Smoker
2581,Non-Smoker
2582,Non-Smoker
2583,Non-Smoker
2584,Non-Smoker
2585,Non-Smoker
2586,Non-Smoker
2587,Non-Smoker
2588,Non-Smoker
2589,Smoker
2590,Non-Smoker
2591,Non-Smoker
2592,Non-Smoker
2593,Non-Smoker
2594,Non-Smoker
2595,Non-Smoker
2596,Non-Smoker
2597,Non-Smoker
2598,Non-Smoker
2599,Smoker
2600,Non-Smoker
2601,Non-Smoker
2602,Non-Smoker
2603,Smoker
2604,Non-Smoker
2605,Non-Smoker
2606,Non-Smoker
2607,Non-Smoker
2608,Non-Smoker
2609,Non-Smoker
2610,Smoker
2611,Non-Smoker
2612,Non-Smoker
2613,Non-Smoker
2614,Non-Smoker
2615,Non-Smoker
2616,Non-Smoker
2617,Smoker
2618,Non-Smoker
2619,Non-Smoker
2620,Non-Smoker
2621,Non-Smoker
2622,Smoker
2623,Non-Smoker
2624,Non-Smoker
2625,Non-Smoker
2626,Non-Smoker
2627,Non-Smoker
2628,Non-Smoker
2629,Non-Smoker
2630,Non-Smoker
2631,Non-Smoker
2632,Non-Smoker
2633,Non-Smoker
2634,Non-Smoker
2635,Non-Smoker
2636,Non-Smoker
2637,Non-Smoker
2638,Non-Smoker
2639,Non-Smoker
2640,Non-Smoker
2641,Non-Smoker
2642,Non-Smoker
2643,Non-Smoker
2644,Non-Smoker
2645,Smoker
2646,Smoker
2647,Smoker
2648,Non-Smoker
2649,Non-Smoker
2650,Non-Smoker
2651,Non-Smoker
2652,Non-Smoker
2653,Non-Smoker
2654,Non-Smoker
2655,Non-Smoker
2656,Smoker
2657,Non-Smoker
2658,Non-Smoker
2659,Non-Smoker
2660,Non-Smoker
2661,Smoker
2662,Non-Smoker
2663,Non-Smoker
2664,Non-Smoker
2665,Non-Smoker
2666,Non-Smoker
2667,Non-Smoker
2668,Non-Smoker
2669,Non-Smoker
2670,Non-Smoker
2671,Non-Smoker
2672,Smoker
2673,Non-Smoker
2674,Smoker
2675,Non-Smoker
2676,Non-Smoker
2677,Non-Smoker
2678,Non-Smoker
2679,Non-Smoker
2680,Non-Smoker
2681,Non-Smoker
2682,Non-Smoker
2683,Smoker
2684,Non-Smoker
2685,Non-Smoker
2686,Non-Smoker
2687,Non-Smoker
2688,Non-Smoker
2689,Non-Smoker
2690,Non-Smoker
2691,Smoker
2692,Non-Smoker
2693,Non-Smoker
2694,Non-Smoker
2695,Non-Smoker
2696,Non-Smoker
2697,Non-Smoker
2698,Non-Smoker
2699,Non-Smoker
2700,Smoker
2701,Non-Smoker
2702,Non-Smoker
2703,Non-Smoker
2704,Non-Smoker
2705,Non-Smoker
2706,Non-Smoker
2707,Non-Smoker
2708,Non-Smoker
2709,Non-Smoker
2710,Non-Smoker
2711,Smoker
2712,Non-Smoker
2713,Non-Smoker
2714,Non-Smoker
